interaction_id,customer_id,date,channel,reason_code,duration_minutes,satisfaction_score,resolution_status,agent_id
INT000996,CUS000387,2021-09-18,In-person,Account Inquiry,26,3.6,Resolved,AGT0051
INT000997,CUS000087,2023-02-07,Email,Technical Support,10,3.3,Partially Resolved,AGT0009
INT000998,CUS000844,2024-06-28,Web,Account Inquiry,14,4.5,Resolved,AGT0028
INT000999,CUS000787,2022-12-15,In-person,Market Information,20,4.5,Resolved,AGT0055
INT001000,CUS000636,2021-09-09,In-person,Complaint,25,3.1,Resolved,AGT0002
INT001001,CUS000297,2024-09-24,Phone,Technical Support,25,2.5,Partially Resolved,AGT0082
INT001002,CUS000525,2023-05-12,Phone,Investment Advice,24,3.5,Partially Resolved,AGT0074
INT001003,CUS000687,2023-05-15,Email,Statement Request,5,3.2,Partially Resolved,AGT0081
INT001004,CUS000578,2023-05-23,Web,Fee Inquiry,6,4.2,Resolved,AGT0081
INT001005,CUS000183,2023-09-21,Phone,Technical Support,16,4.3,Resolved,AGT0009
INT001006,CUS000742,2023-10-06,In-person,Fee Inquiry,19,3.5,Resolved,AGT0048
INT001007,CUS000991,2024-06-01,Phone,Investment Advice,23,4.0,Partially Resolved,AGT0098
INT001008,CUS000137,2023-10-26,Email,Transaction Issue,12,3.1,Resolved,AGT0084
INT001009,CUS000333,2024-04-23,Phone,Technical Support,12,2.7,Partially Resolved,AGT0060
INT001010,CUS000177,2024-07-02,Chat,Investment Advice,10,3.2,Partially Resolved,AGT0070
INT001011,CUS000346,2024-03-29,In-person,Statement Request,12,3.8,Partially Resolved,AGT0088
INT001012,CUS000638,2024-06-29,In-person,Technical Support,15,3.3,Partially Resolved,AGT0073
INT001013,CUS000804,2024-09-12,Web,Market Information,3,3.3,Partially Resolved,AGT0066
INT001014,CUS000326,2024-05-16,Mobile App,Statement Request,11,4.4,Resolved,AGT0088
INT001015,CUS000292,2021-08-15,In-person,Account Inquiry,20,4.2,Resolved,AGT0099
INT001016,CUS000652,2024-07-18,In-person,Investment Advice,7,3.2,Resolved,AGT0041
INT001017,CUS000613,2023-03-02,In-person,Complaint,22,2.7,Partially Resolved,AGT0077
INT001018,CUS000125,2021-12-18,Phone,Investment Advice,29,3.7,Resolved,AGT0004
INT001019,CUS000192,2021-04-14,Mobile App,Fee Inquiry,13,4.6,Resolved,AGT0006
INT001020,CUS000013,2024-09-11,In-person,Statement Request,11,3.8,Resolved,AGT0087
INT001021,CUS000162,2024-09-26,Email,Complaint,22,3.3,Partially Resolved,AGT0003
INT001022,CUS000222,2024-09-12,Email,Account Inquiry,9,4.5,Resolved,AGT0056
INT001023,CUS000791,2023-07-03,In-person,Transaction Issue,18,2.9,Partially Resolved,AGT0047
INT001024,CUS000882,2024-02-03,Web,Fee Inquiry,10,4.0,Resolved,AGT0037
INT001025,CUS000279,2021-07-10,Phone,Technical Support,12,3.6,Partially Resolved,AGT0083
INT001026,CUS000025,2024-03-23,Phone,Account Inquiry,16,4.4,Resolved,AGT0060
INT001027,CUS000410,2024-06-21,Chat,Account Inquiry,13,3.3,Resolved,AGT0087
INT001028,CUS000254,2024-09-22,In-person,Password Reset,29,2.9,Unresolved,AGT0068
INT001029,CUS000168,2023-12-24,Chat,Fee Inquiry,8,4.3,Resolved,AGT0095
INT001030,CUS000767,2024-06-01,Mobile App,Investment Advice,15,4.3,Resolved,AGT0054
INT001031,CUS000280,2023-05-15,In-person,Complaint,39,3.2,Partially Resolved,AGT0080
INT001032,CUS000765,2022-05-13,Mobile App,Complaint,15,3.1,Partially Resolved,AGT0060
INT001033,CUS000881,2023-06-11,Email,Transaction Issue,7,1.7,Unresolved,AGT0093
INT001034,CUS000527,2021-05-15,Phone,Complaint,24,2.9,Partially Resolved,AGT0034
INT001035,CUS000946,2024-06-28,In-person,Statement Request,14,3.7,Resolved,AGT0027
INT001036,CUS000158,2023-07-28,Web,Complaint,9,2.1,Partially Resolved,AGT0062
INT001037,CUS000230,2024-07-30,Email,Fee Inquiry,13,4.6,Resolved,AGT0046
INT001038,CUS000389,2021-08-23,In-person,Account Inquiry,21,3.1,Partially Resolved,AGT0041
INT001039,CUS000464,2023-12-27,Phone,Password Reset,15,4.1,Resolved,AGT0064
INT001040,CUS000492,2021-09-12,Phone,Statement Request,14,2.9,Partially Resolved,AGT0042
INT001041,CUS000453,2024-06-16,Mobile App,Complaint,6,2.7,Unresolved,AGT0023
INT001042,CUS000925,2024-07-08,Phone,Fee Inquiry,13,4.3,Resolved,AGT0011
INT001043,CUS000721,2024-06-05,In-person,Account Inquiry,25,4.0,Resolved,AGT0087
INT001044,CUS000800,2020-12-25,Phone,Investment Advice,7,4.5,Resolved,AGT0044
INT001045,CUS000626,2022-04-01,Phone,Account Inquiry,6,4.6,Resolved,AGT0098
INT001046,CUS000540,2020-07-10,Mobile App,Complaint,6,3.3,Partially Resolved,AGT0037
INT001047,CUS000732,2024-07-03,In-person,Password Reset,15,3.6,Partially Resolved,AGT0049
INT001048,CUS000494,2023-12-22,Phone,Market Information,24,3.1,Resolved,AGT0019
INT001049,CUS000935,2023-09-15,Phone,Transaction Issue,27,1.4,Partially Resolved,AGT0093
INT001050,CUS000033,2023-09-20,Phone,Transaction Issue,36,2.6,Partially Resolved,AGT0007
INT001051,CUS000301,2024-09-03,In-person,Investment Advice,19,4.5,Resolved,AGT0069
INT001052,CUS000742,2023-09-25,Email,Technical Support,2,3.0,Partially Resolved,AGT0008
INT001053,CUS000993,2024-02-13,In-person,Market Information,16,3.8,Resolved,AGT0089
INT001054,CUS000259,2022-05-14,Mobile App,Market Information,4,3.9,Partially Resolved,AGT0079
INT001055,CUS000487,2022-11-01,Mobile App,Fee Inquiry,9,3.7,Partially Resolved,AGT0057
INT001056,CUS000070,2024-09-26,Chat,Investment Advice,8,3.9,Resolved,AGT0012
INT001057,CUS000904,2024-04-04,Phone,Fee Inquiry,19,3.8,Partially Resolved,AGT0066
INT001058,CUS000261,2024-01-15,In-person,Investment Advice,7,3.7,Resolved,AGT0058
INT001059,CUS000733,2023-01-07,In-person,Account Inquiry,29,3.5,Resolved,AGT0011
INT001060,CUS000404,2024-05-31,Email,Password Reset,5,4.3,Resolved,AGT0090
INT001061,CUS000719,2024-08-30,In-person,Fee Inquiry,21,3.5,Partially Resolved,AGT0029
INT001062,CUS000691,2024-09-20,Chat,Investment Advice,11,3.7,Partially Resolved,AGT0007
INT001063,CUS000186,2021-04-07,In-person,Investment Advice,23,2.9,Unresolved,AGT0050
INT001064,CUS000618,2024-01-30,Mobile App,Transaction Issue,15,2.9,Unresolved,AGT0032
INT001065,CUS000929,2024-07-17,In-person,Complaint,9,2.9,Unresolved,AGT0050
INT001066,CUS000244,2023-07-07,In-person,Account Inquiry,21,3.7,Resolved,AGT0066
INT001067,CUS000594,2024-07-20,Mobile App,Statement Request,8,3.7,Resolved,AGT0012
INT001068,CUS000436,2024-08-17,In-person,Statement Request,24,4.0,Partially Resolved,AGT0027
INT001069,CUS000297,2024-09-08,Phone,Password Reset,6,3.5,Partially Resolved,AGT0048
INT001070,CUS000699,2021-06-14,Phone,Market Information,27,3.2,Resolved,AGT0097
INT001071,CUS000559,2022-07-04,Email,Technical Support,11,2.0,Unresolved,AGT0047
INT001072,CUS000818,2024-06-14,Phone,Account Inquiry,23,3.6,Resolved,AGT0065
INT001073,CUS000587,2024-08-14,In-person,Complaint,34,2.9,Unresolved,AGT0029
INT001074,CUS000609,2023-02-25,Phone,Complaint,31,2.0,Unresolved,AGT0053
INT001075,CUS000759,2022-07-26,In-person,Statement Request,30,4.1,Resolved,AGT0010
INT001076,CUS000176,2023-05-04,Phone,Investment Advice,16,3.7,Resolved,AGT0086
INT001077,CUS000083,2024-08-11,Phone,Fee Inquiry,7,4.0,Resolved,AGT0037
INT001078,CUS000259,2024-05-13,In-person,Complaint,33,2.1,Unresolved,AGT0073
INT001079,CUS000467,2024-08-18,Web,Password Reset,14,3.7,Resolved,AGT0045
INT001080,CUS000834,2021-05-26,In-person,Technical Support,6,2.6,Partially Resolved,AGT0045
INT001081,CUS000873,2024-09-24,Web,Technical Support,14,3.2,Partially Resolved,AGT0035
INT001082,CUS000272,2020-07-03,Phone,Password Reset,23,4.2,Resolved,AGT0094
INT001083,CUS000913,2024-01-30,In-person,Transaction Issue,10,2.1,Partially Resolved,AGT0087
INT001084,CUS000848,2022-07-15,In-person,Account Inquiry,17,3.9,Partially Resolved,AGT0055
INT001085,CUS000750,2024-06-22,In-person,Fee Inquiry,9,3.9,Resolved,AGT0067
INT001086,CUS000937,2021-01-27,Email,Transaction Issue,22,2.9,Partially Resolved,AGT0083
INT001087,CUS000278,2023-05-06,Web,Transaction Issue,16,2.6,Unresolved,AGT0014
INT001088,CUS000999,2021-10-10,Chat,Fee Inquiry,14,4.0,Resolved,AGT0002
INT001089,CUS000412,2024-03-29,Web,Fee Inquiry,12,3.9,Resolved,AGT0029
INT001090,CUS000637,2023-10-07,In-person,Transaction Issue,31,2.8,Unresolved,AGT0083
INT001091,CUS000424,2022-05-04,Phone,Password Reset,10,4.7,Resolved,AGT0043
INT001092,CUS000617,2024-03-21,Mobile App,Password Reset,13,3.9,Resolved,AGT0067
INT001093,CUS000192,2021-02-14,Phone,Complaint,19,3.2,Partially Resolved,AGT0065
INT001094,CUS000846,2022-05-09,In-person,Complaint,42,2.5,Partially Resolved,AGT0034
INT001095,CUS000377,2022-08-15,In-person,Fee Inquiry,30,3.0,Partially Resolved,AGT0076
INT001096,CUS000863,2024-05-31,Phone,Account Inquiry,21,3.1,Partially Resolved,AGT0010
INT001097,CUS000975,2024-07-24,Chat,Complaint,10,2.9,Unresolved,AGT0024
INT001098,CUS000070,2021-02-19,In-person,Market Information,13,3.7,Partially Resolved,AGT0026
INT001099,CUS000057,2023-09-12,Mobile App,Account Inquiry,7,4.8,Resolved,AGT0047
INT001100,CUS000654,2021-02-05,Mobile App,Statement Request,4,4.3,Resolved,AGT0032
INT001101,CUS000513,2024-07-12,Phone,Complaint,18,2.6,Partially Resolved,AGT0009
INT001102,CUS000043,2023-09-08,In-person,Investment Advice,13,4.2,Resolved,AGT0026
INT001103,CUS000056,2021-12-23,Phone,Account Inquiry,12,4.3,Resolved,AGT0008
INT001104,CUS000663,2022-03-07,Phone,Statement Request,7,4.7,Resolved,AGT0100
INT001105,CUS000222,2022-12-12,Phone,Investment Advice,26,3.0,Unresolved,AGT0025
INT001106,CUS000669,2024-07-01,Web,Technical Support,4,3.7,Resolved,AGT0047
INT001107,CUS000103,2021-01-08,Phone,Fee Inquiry,29,3.2,Partially Resolved,AGT0049
INT001108,CUS000946,2023-02-19,In-person,Fee Inquiry,16,4.9,Resolved,AGT0077
INT001109,CUS000218,2022-09-05,Phone,Market Information,15,4.3,Resolved,AGT0014
INT001110,CUS000053,2024-06-24,Chat,Transaction Issue,9,3.6,Resolved,AGT0060
INT001111,CUS000886,2023-04-05,Phone,Fee Inquiry,25,3.2,Partially Resolved,AGT0088
INT001112,CUS000469,2023-11-15,Email,Account Inquiry,11,4.4,Resolved,AGT0073
INT001113,CUS000404,2024-01-20,Phone,Technical Support,29,2.7,Partially Resolved,AGT0063
INT001114,CUS000327,2023-07-26,Mobile App,Market Information,3,3.7,Resolved,AGT0093
INT001115,CUS000177,2024-08-07,Mobile App,Statement Request,3,2.8,Unresolved,AGT0083
INT001116,CUS000667,2024-08-21,In-person,Market Information,16,4.2,Resolved,AGT0066
INT001117,CUS000976,2021-05-16,In-person,Complaint,9,2.3,Partially Resolved,AGT0002
INT001118,CUS000304,2024-01-21,Mobile App,Statement Request,2,3.8,Resolved,AGT0039
INT001119,CUS000011,2024-06-20,Web,Complaint,16,3.3,Partially Resolved,AGT0058
INT001120,CUS000952,2023-12-10,Chat,Technical Support,11,3.1,Resolved,AGT0074
INT001121,CUS000727,2024-02-26,Mobile App,Statement Request,7,3.9,Resolved,AGT0080
INT001122,CUS000802,2023-12-27,Phone,Password Reset,6,4.1,Resolved,AGT0017
INT001123,CUS000017,2022-05-12,In-person,Password Reset,28,3.6,Resolved,AGT0071
INT001124,CUS000315,2022-05-12,In-person,Password Reset,18,4.5,Resolved,AGT0050
INT001125,CUS000044,2023-02-25,In-person,Statement Request,30,3.5,Partially Resolved,AGT0062
INT001126,CUS000596,2024-08-19,In-person,Complaint,40,2.7,Unresolved,AGT0095
INT001127,CUS000385,2024-09-17,In-person,Technical Support,27,2.4,Partially Resolved,AGT0078
INT001128,CUS000900,2024-09-06,Phone,Technical Support,6,4.3,Resolved,AGT0047
INT001129,CUS000194,2023-08-31,Email,Password Reset,12,4.4,Resolved,AGT0048
INT001130,CUS000959,2021-07-28,Web,Complaint,12,2.0,Unresolved,AGT0084
INT001131,CUS000460,2023-10-24,Email,Statement Request,10,3.4,Resolved,AGT0088
INT001132,CUS000729,2024-01-22,Mobile App,Complaint,4,3.1,Resolved,AGT0030
INT001133,CUS000662,2023-03-13,In-person,Investment Advice,27,4.0,Partially Resolved,AGT0021
INT001134,CUS000468,2022-01-21,Web,Investment Advice,8,3.5,Partially Resolved,AGT0065
INT001135,CUS000418,2024-03-24,Email,Transaction Issue,9,3.0,Resolved,AGT0052
INT001136,CUS000473,2023-06-22,Phone,Complaint,43,2.5,Partially Resolved,AGT0064
INT001137,CUS000775,2023-06-06,Web,Password Reset,9,4.1,Resolved,AGT0035
INT001138,CUS000859,2024-03-09,Mobile App,Market Information,6,4.4,Resolved,AGT0045
INT001139,CUS000236,2024-05-30,Phone,Password Reset,23,3.7,Partially Resolved,AGT0077
INT001140,CUS000249,2024-04-07,In-person,Investment Advice,18,3.8,Partially Resolved,AGT0095
INT001141,CUS000013,2024-02-11,In-person,Complaint,36,2.4,Unresolved,AGT0059
INT001142,CUS000643,2022-09-30,In-person,Statement Request,20,4.2,Resolved,AGT0059
INT001143,CUS000712,2023-06-21,In-person,Complaint,43,2.1,Partially Resolved,AGT0044
INT001144,CUS000340,2021-10-16,Phone,Market Information,19,3.3,Resolved,AGT0007
INT001145,CUS000365,2024-09-01,Mobile App,Technical Support,2,2.2,Unresolved,AGT0056
INT001146,CUS000469,2023-11-18,In-person,Statement Request,5,4.6,Resolved,AGT0038
INT001147,CUS000619,2023-05-05,In-person,Password Reset,10,4.5,Resolved,AGT0066
INT001148,CUS000828,2023-04-23,In-person,Fee Inquiry,7,4.5,Resolved,AGT0065
INT001149,CUS000801,2024-08-11,Web,Complaint,12,2.4,Unresolved,AGT0021
INT001150,CUS000222,2022-11-15,Phone,Investment Advice,12,3.6,Resolved,AGT0050
INT001151,CUS000024,2022-09-16,Phone,Technical Support,22,1.9,Partially Resolved,AGT0060
INT001152,CUS000797,2024-08-10,Mobile App,Statement Request,2,3.4,Partially Resolved,AGT0014
INT001153,CUS000886,2022-11-17,Email,Technical Support,9,2.6,Partially Resolved,AGT0060
INT001154,CUS000423,2022-05-30,Phone,Fee Inquiry,20,4.0,Resolved,AGT0050
INT001155,CUS000046,2024-03-14,In-person,Transaction Issue,31,2.2,Partially Resolved,AGT0022
INT001156,CUS000743,2022-04-22,Chat,Fee Inquiry,12,3.5,Resolved,AGT0085
INT001157,CUS000167,2024-04-18,Web,Market Information,12,2.6,Partially Resolved,AGT0055
INT001158,CUS000174,2024-04-09,In-person,Fee Inquiry,14,3.7,Resolved,AGT0065
INT001159,CUS000357,2024-04-16,Mobile App,Investment Advice,12,3.9,Partially Resolved,AGT0008
INT001160,CUS000461,2024-03-08,Chat,Complaint,4,2.7,Partially Resolved,AGT0059
INT001161,CUS000496,2023-06-24,Phone,Fee Inquiry,27,4.4,Resolved,AGT0044
INT001162,CUS000521,2024-03-04,Phone,Technical Support,26,2.6,Partially Resolved,AGT0044
INT001163,CUS000086,2023-02-22,In-person,Statement Request,29,3.7,Resolved,AGT0070
INT001164,CUS000677,2023-06-16,Chat,Password Reset,12,4.5,Resolved,AGT0015
INT001165,CUS000128,2024-09-07,In-person,Complaint,31,1.8,Unresolved,AGT0042
INT001166,CUS000068,2024-06-20,Email,Password Reset,12,4.4,Resolved,AGT0075
INT001167,CUS000720,2023-05-14,In-person,Statement Request,19,4.1,Resolved,AGT0008
INT001168,CUS000654,2023-09-14,Phone,Complaint,15,2.4,Unresolved,AGT0073
INT001169,CUS000246,2021-07-07,Phone,Fee Inquiry,25,4.0,Resolved,AGT0011
INT001170,CUS000516,2023-12-06,Phone,Password Reset,19,3.7,Resolved,AGT0075
INT001171,CUS000617,2023-12-13,Chat,Market Information,11,3.6,Partially Resolved,AGT0034
INT001172,CUS000395,2021-09-11,In-person,Investment Advice,13,5,Resolved,AGT0054
INT001173,CUS000112,2024-02-23,Phone,Complaint,22,1.7,Partially Resolved,AGT0045
INT001174,CUS000300,2023-11-18,Phone,Statement Request,25,2.8,Partially Resolved,AGT0016
INT001175,CUS000307,2024-05-02,In-person,Market Information,5,4.7,Resolved,AGT0079
INT001176,CUS000673,2024-05-08,In-person,Password Reset,14,3.6,Resolved,AGT0070
INT001177,CUS000058,2024-07-24,Chat,Transaction Issue,19,2.9,Partially Resolved,AGT0081
INT001178,CUS000316,2023-06-15,Chat,Statement Request,11,3.5,Partially Resolved,AGT0082
INT001179,CUS000987,2024-01-28,Phone,Investment Advice,6,4.0,Resolved,AGT0052
INT001180,CUS000526,2022-05-15,In-person,Statement Request,11,3.9,Partially Resolved,AGT0061
INT001181,CUS000314,2024-05-12,In-person,Investment Advice,22,2.5,Unresolved,AGT0078
INT001182,CUS000317,2024-07-18,Phone,Investment Advice,17,3.7,Partially Resolved,AGT0001
INT001183,CUS000369,2024-02-13,Mobile App,Statement Request,7,4.3,Resolved,AGT0067
INT001184,CUS000008,2024-08-31,Chat,Technical Support,9,3.3,Resolved,AGT0098
INT001185,CUS000246,2021-03-25,In-person,Transaction Issue,13,3.2,Resolved,AGT0041
INT001186,CUS000835,2023-05-20,Chat,Technical Support,6,3.6,Resolved,AGT0059
INT001187,CUS000151,2020-09-21,In-person,Complaint,12,3.6,Partially Resolved,AGT0097
INT001188,CUS000221,2023-10-13,Web,Password Reset,14,3.6,Partially Resolved,AGT0069
INT001189,CUS000268,2024-09-16,Phone,Password Reset,7,4.1,Resolved,AGT0067
INT001190,CUS000257,2024-04-22,In-person,Account Inquiry,5,4.8,Resolved,AGT0084
INT001191,CUS000863,2024-08-21,Email,Password Reset,14,4.9,Resolved,AGT0056
INT001192,CUS000138,2022-09-02,Chat,Fee Inquiry,15,3.9,Resolved,AGT0001
INT001193,CUS000642,2024-02-26,In-person,Transaction Issue,18,3.3,Resolved,AGT0069
INT001194,CUS000228,2023-11-23,Mobile App,Transaction Issue,7,2.9,Unresolved,AGT0045
INT001195,CUS000488,2022-12-24,Phone,Market Information,27,3.0,Unresolved,AGT0061
INT001196,CUS000774,2024-07-20,In-person,Transaction Issue,15,2.8,Partially Resolved,AGT0067
INT001197,CUS000793,2024-07-20,Phone,Account Inquiry,8,4.2,Resolved,AGT0005
INT001198,CUS000310,2021-11-05,In-person,Transaction Issue,18,3.2,Resolved,AGT0040
INT001199,CUS000140,2023-03-22,Phone,Technical Support,29,2.0,Partially Resolved,AGT0073
INT001200,CUS000527,2021-11-18,Chat,Transaction Issue,16,3.2,Resolved,AGT0060
INT001201,CUS000166,2020-07-25,Phone,Complaint,34,1.8,Partially Resolved,AGT0091
INT001202,CUS000537,2021-01-12,Email,Market Information,6,3.5,Partially Resolved,AGT0015
INT001203,CUS000380,2024-03-13,Email,Technical Support,9,2.7,Unresolved,AGT0083
INT001204,CUS000510,2024-08-23,Phone,Fee Inquiry,19,3.1,Resolved,AGT0087
INT001205,CUS000272,2022-04-12,Mobile App,Password Reset,12,4.1,Resolved,AGT0088
INT001206,CUS000248,2024-03-02,Phone,Complaint,24,2.8,Partially Resolved,AGT0009
INT001207,CUS000591,2023-08-26,In-person,Complaint,39,3.0,Resolved,AGT0027
INT001208,CUS000478,2024-07-05,In-person,Transaction Issue,42,1.5,Unresolved,AGT0070
INT001209,CUS000642,2024-04-11,Mobile App,Investment Advice,12,4.2,Resolved,AGT0046
INT001210,CUS000654,2023-07-01,Web,Password Reset,5,3.8,Partially Resolved,AGT0088
INT001211,CUS000398,2023-10-23,Mobile App,Complaint,10,3.0,Partially Resolved,AGT0038
INT001212,CUS000712,2024-06-21,Phone,Investment Advice,13,4.2,Resolved,AGT0010
INT001213,CUS000991,2023-09-30,Email,Statement Request,10,3.7,Partially Resolved,AGT0051
INT001214,CUS000779,2023-01-22,Web,Complaint,15,2.4,Partially Resolved,AGT0017
INT001215,CUS000201,2021-07-09,Phone,Statement Request,25,4.2,Resolved,AGT0040
INT001216,CUS000667,2024-07-11,Phone,Complaint,31,2.5,Unresolved,AGT0005
INT001217,CUS000505,2024-08-10,In-person,Transaction Issue,28,3.2,Resolved,AGT0092
INT001218,CUS000689,2022-03-13,In-person,Password Reset,27,3.0,Resolved,AGT0076
INT001219,CUS000666,2024-02-09,Web,Statement Request,2,4.0,Resolved,AGT0085
INT001220,CUS000380,2023-02-14,Phone,Investment Advice,22,3.4,Partially Resolved,AGT0025
INT001221,CUS000013,2024-02-24,In-person,Password Reset,14,4.4,Resolved,AGT0042
INT001222,CUS000932,2024-09-15,Phone,Fee Inquiry,30,2.5,Partially Resolved,AGT0077
INT001223,CUS000109,2023-10-31,In-person,Fee Inquiry,14,4.1,Resolved,AGT0057
INT001224,CUS000920,2022-10-29,In-person,Investment Advice,5,3.9,Resolved,AGT0044
INT001225,CUS000924,2023-10-28,In-person,Fee Inquiry,9,4.1,Resolved,AGT0006
INT001226,CUS000765,2021-02-20,In-person,Statement Request,24,3.0,Unresolved,AGT0083
INT001227,CUS000020,2021-11-26,In-person,Transaction Issue,28,2.9,Unresolved,AGT0024
INT001228,CUS000529,2024-04-03,Email,Statement Request,7,3.3,Partially Resolved,AGT0089
INT001229,CUS000840,2024-07-07,Email,Investment Advice,6,4.5,Resolved,AGT0018
INT001230,CUS000861,2023-04-02,Email,Transaction Issue,12,3.1,Resolved,AGT0083
INT001231,CUS000964,2022-10-10,Mobile App,Transaction Issue,21,1.9,Partially Resolved,AGT0009
INT001232,CUS000215,2021-02-10,Web,Technical Support,14,3.1,Resolved,AGT0026
INT001233,CUS000083,2023-12-22,In-person,Transaction Issue,31,2.6,Unresolved,AGT0058
INT001234,CUS000851,2024-08-09,In-person,Investment Advice,8,4.5,Resolved,AGT0091
INT001235,CUS000935,2024-08-15,Web,Account Inquiry,14,4.5,Resolved,AGT0033
INT001236,CUS000859,2024-01-17,Phone,Fee Inquiry,11,4.1,Resolved,AGT0006
INT001237,CUS000736,2024-07-17,In-person,Transaction Issue,18,3.2,Resolved,AGT0025
INT001238,CUS000325,2021-06-02,Phone,Account Inquiry,28,2.7,Unresolved,AGT0021
INT001239,CUS000328,2024-03-24,Phone,Account Inquiry,13,4.3,Resolved,AGT0083
INT001240,CUS000034,2023-10-03,Chat,Account Inquiry,7,4.2,Resolved,AGT0089
INT001241,CUS000933,2024-02-05,Web,Fee Inquiry,14,4.0,Resolved,AGT0097
INT001242,CUS000508,2023-07-22,Mobile App,Market Information,2,4.2,Resolved,AGT0070
