engagement_id,customer_id,date,action_type,device_type,session_duration,pages_viewed,actions_taken
ENG0001323,CUS000682,2023-12-27,Download Statement,Smart TV,3,1,1
ENG0001324,CUS000399,2024-09-22,Download Statement,Smart TV,2,1,1
ENG0001325,CUS000674,2022-09-16,Modify Investment,Voice Assistant,3,1,1
ENG0001326,CUS000444,2024-06-14,Modify Investment,Mobile Phone,9,4,2
ENG0001327,CUS000115,2023-07-20,Complete Survey,Tablet,4,2,1
ENG0001328,CUS000901,2024-04-23,Complete Survey,Mobile Phone,7,3,1
ENG0001329,CUS000290,2024-04-23,Watch Educational Video,Mobile Phone,8,4,2
ENG0001330,CUS000091,2023-09-05,Contact Support,Tablet,3,1,1
ENG0001331,CUS000872,2023-03-27,Download Statement,Mobile Phone,2,1,1
ENG0001332,CUS000937,2022-07-03,View Balance,Tablet,7,3,1
ENG0001333,CUS000462,2021-09-18,Update Profile,Tablet,3,1,1
ENG0001334,CUS001000,2023-01-06,View Balance,Tablet,10,5,2
ENG0001335,CUS000281,2024-03-26,Update Profile,Tablet,3,1,1
ENG0001336,CUS000057,2024-06-03,Download Statement,Tablet,4,2,1
ENG0001337,CUS000755,2024-04-16,Complete Survey,Mobile Phone,5,2,1
ENG0001338,CUS000289,2022-05-28,Contact Support,Tablet,10,5,2
ENG0001339,CUS000386,2023-12-06,Contact Support,Desktop,7,3,1
ENG0001340,CUS000106,2024-09-30,Contact Support,Tablet,6,3,1
ENG0001341,CUS000399,2022-08-13,Login,Smart TV,3,1,1
ENG0001342,CUS000675,2021-02-28,Research Product,Desktop,22,11,5
ENG0001343,CUS000133,2023-12-23,Login,Tablet,1,1,1
ENG0001344,CUS000974,2024-04-09,Research Product,Voice Assistant,5,2,1
ENG0001345,CUS000396,2022-08-06,Research Product,Mobile Phone,21,10,5
ENG0001346,CUS000621,2024-03-31,Use Planning Tool,Tablet,21,10,5
ENG0001347,CUS000376,2021-12-20,View Balance,Mobile Phone,2,1,1
ENG0001348,CUS000314,2024-03-14,Research Product,Voice Assistant,29,14,7
ENG0001349,CUS000624,2024-02-04,Complete Survey,Desktop,3,1,1
ENG0001350,CUS000864,2023-09-07,View Balance,Voice Assistant,6,3,1
ENG0001351,CUS000761,2023-10-01,View Balance,Mobile Phone,3,1,1
ENG0001352,CUS000859,2024-09-28,Contact Support,Desktop,4,2,1
ENG0001353,CUS000755,2023-07-18,Modify Investment,Tablet,9,4,2
ENG0001354,CUS000968,2023-12-13,Watch Educational Video,Voice Assistant,5,2,1
ENG0001355,CUS000463,2023-09-02,Watch Educational Video,Smart TV,11,5,2
ENG0001356,CUS000119,2024-07-13,Login,Smart TV,5,2,1
ENG0001357,CUS000980,2024-04-21,Modify Investment,Smart TV,6,3,1
ENG0001358,CUS000543,2022-08-23,Download Statement,Tablet,4,2,1
ENG0001359,CUS000884,2021-10-27,Contact Support,Voice Assistant,9,4,2
ENG0001360,CUS000146,2023-04-20,Login,Smart TV,2,1,1
ENG0001361,CUS000463,2023-11-23,Contact Support,Tablet,3,1,1
ENG0001362,CUS000423,2020-02-27,Modify Investment,Voice Assistant,3,1,1
ENG0001363,CUS000941,2024-08-02,Research Product,Mobile Phone,18,9,4
ENG0001364,CUS000899,2023-10-18,Complete Survey,Mobile Phone,4,2,1
ENG0001365,CUS000007,2023-10-23,Use Planning Tool,Tablet,13,6,3
ENG0001366,CUS000356,2023-09-22,View Balance,Mobile Phone,6,3,1
ENG0001367,CUS000320,2023-08-04,Modify Investment,Voice Assistant,10,5,2
ENG0001368,CUS000754,2024-07-31,Watch Educational Video,Tablet,17,8,4
ENG0001369,CUS000458,2024-03-18,Update Profile,Smart TV,2,1,1
ENG0001370,CUS000037,2023-01-16,View Balance,Smart TV,3,1,1
ENG0001371,CUS000333,2022-07-07,Contact Support,Voice Assistant,5,2,1
ENG0001372,CUS000772,2024-05-04,Research Product,Tablet,25,12,6
ENG0001373,CUS000332,2023-10-30,Watch Educational Video,Voice Assistant,29,14,7
ENG0001374,CUS000189,2023-08-24,Complete Survey,Tablet,2,1,1
ENG0001375,CUS000164,2024-04-25,Update Profile,Mobile Phone,1,1,1
ENG0001376,CUS000815,2024-08-26,View Balance,Mobile Phone,6,3,1
ENG0001377,CUS000250,2024-09-07,Update Profile,Desktop,1,1,1
ENG0001378,CUS000523,2023-10-29,Modify Investment,Tablet,5,2,1
ENG0001379,CUS000664,2024-07-21,Watch Educational Video,Tablet,27,13,6
ENG0001380,CUS000958,2021-08-04,Complete Survey,Voice Assistant,7,3,1
ENG0001381,CUS000976,2023-05-08,Download Statement,Smart TV,1,1,1
ENG0001382,CUS000898,2024-01-11,Modify Investment,Voice Assistant,9,4,2
ENG0001383,CUS000014,2023-03-05,Use Planning Tool,Desktop,15,7,3
ENG0001384,CUS000198,2023-11-25,Complete Survey,Tablet,9,4,2
ENG0001385,CUS000520,2024-07-29,Use Planning Tool,Tablet,26,13,6
ENG0001386,CUS000257,2022-10-24,Use Planning Tool,Mobile Phone,24,12,6
ENG0001387,CUS000617,2022-02-07,Watch Educational Video,Tablet,13,6,3
ENG0001388,CUS000211,2024-09-01,View Balance,Mobile Phone,3,1,1
ENG0001389,CUS000333,2023-01-15,Watch Educational Video,Tablet,12,6,3
ENG0001390,CUS000625,2023-10-22,Contact Support,Desktop,10,5,2
ENG0001391,CUS000962,2024-07-16,Modify Investment,Voice Assistant,4,2,1
ENG0001392,CUS000621,2023-03-25,Modify Investment,Tablet,8,4,2
ENG0001393,CUS000492,2022-02-15,Contact Support,Tablet,10,5,2
ENG0001394,CUS000128,2024-04-15,Use Planning Tool,Desktop,10,5,2
ENG0001395,CUS000267,2024-06-01,Modify Investment,Smart TV,3,1,1
ENG0001396,CUS000315,2022-09-21,Contact Support,Tablet,2,1,1
ENG0001397,CUS000269,2023-09-29,Login,Mobile Phone,3,1,1
ENG0001398,CUS000241,2024-06-07,Research Product,Tablet,22,11,5
ENG0001399,CUS000623,2024-09-26,View Balance,Desktop,2,1,1
ENG0001400,CUS000054,2024-08-11,Research Product,Mobile Phone,19,9,4
ENG0001401,CUS000366,2021-05-06,Update Profile,Desktop,4,2,1
ENG0001402,CUS000012,2023-10-01,View Balance,Desktop,9,4,2
ENG0001403,CUS000742,2022-08-09,Watch Educational Video,Mobile Phone,9,4,2
ENG0001404,CUS000801,2024-09-23,Login,Voice Assistant,1,1,1
ENG0001405,CUS000152,2021-09-16,Update Profile,Desktop,4,2,1
ENG0001406,CUS000220,2024-09-14,Contact Support,Tablet,6,3,1
ENG0001407,CUS000732,2024-06-21,Update Profile,Tablet,3,1,1
ENG0001408,CUS000971,2024-05-30,Modify Investment,Voice Assistant,7,3,1
ENG0001409,CUS000359,2024-01-09,Update Profile,Desktop,1,1,1
ENG0001410,CUS000889,2024-02-01,Use Planning Tool,Tablet,30,15,7
ENG0001411,CUS000145,2024-08-08,View Balance,Voice Assistant,5,2,1
ENG0001412,CUS000307,2021-06-02,Download Statement,Voice Assistant,3,1,1
ENG0001413,CUS000443,2024-06-10,Download Statement,Mobile Phone,1,1,1
ENG0001414,CUS000603,2024-07-31,Watch Educational Video,Tablet,22,11,5
ENG0001415,CUS000913,2023-12-20,Modify Investment,Desktop,6,3,1
ENG0001416,CUS000243,2023-09-07,Login,Desktop,1,1,1
ENG0001417,CUS000746,2023-07-04,Download Statement,Mobile Phone,2,1,1
ENG0001418,CUS000837,2024-09-27,Login,Mobile Phone,4,2,1
ENG0001419,CUS000066,2023-03-12,Research Product,Desktop,9,4,2
ENG0001420,CUS000452,2024-08-05,Contact Support,Tablet,4,2,1
ENG0001421,CUS000078,2023-08-29,Complete Survey,Smart TV,6,3,1
ENG0001422,CUS000060,2024-06-02,Download Statement,Tablet,5,2,1
ENG0001423,CUS000179,2024-08-30,Research Product,Voice Assistant,16,8,4
ENG0001424,CUS000889,2024-03-29,Update Profile,Mobile Phone,4,2,1
ENG0001425,CUS000225,2024-01-29,Use Planning Tool,Voice Assistant,28,14,7
ENG0001426,CUS000592,2024-02-05,Contact Support,Tablet,4,2,1
ENG0001427,CUS000200,2024-02-13,Login,Desktop,2,1,1
ENG0001428,CUS000353,2023-10-06,Use Planning Tool,Mobile Phone,15,7,3
ENG0001429,CUS000846,2024-02-01,Complete Survey,Desktop,2,1,1
ENG0001430,CUS000668,2022-03-08,Login,Tablet,4,2,1
ENG0001431,CUS000747,2023-10-26,Download Statement,Voice Assistant,5,2,1
ENG0001432,CUS000873,2024-08-31,Modify Investment,Tablet,3,1,1
ENG0001433,CUS000467,2023-03-03,Watch Educational Video,Tablet,28,14,7
ENG0001434,CUS000957,2023-06-27,Watch Educational Video,Voice Assistant,27,13,6
ENG0001435,CUS000454,2024-07-30,Use Planning Tool,Tablet,11,5,2
ENG0001436,CUS000125,2022-08-13,Research Product,Desktop,12,6,3
ENG0001437,CUS000430,2023-06-14,Research Product,Desktop,23,11,5
ENG0001438,CUS000744,2023-06-05,View Balance,Desktop,7,3,1
ENG0001439,CUS000196,2024-07-22,Research Product,Mobile Phone,26,13,6
ENG0001440,CUS000430,2023-07-21,Download Statement,Voice Assistant,4,2,1
ENG0001441,CUS000194,2024-08-28,Research Product,Tablet,9,4,2
ENG0001442,CUS000936,2024-03-22,Modify Investment,Desktop,3,1,1
ENG0001443,CUS000099,2023-02-28,Contact Support,Tablet,3,1,1
ENG0001444,CUS000152,2023-09-27,Watch Educational Video,Tablet,27,13,6
ENG0001445,CUS000423,2024-09-13,Download Statement,Tablet,1,1,1
ENG0001446,CUS000079,2024-05-27,Research Product,Tablet,29,14,7
ENG0001447,CUS000967,2024-07-15,Contact Support,Voice Assistant,8,4,2
ENG0001448,CUS000707,2024-05-28,Use Planning Tool,Smart TV,28,14,7
ENG0001449,CUS000142,2021-05-15,Update Profile,Smart TV,2,1,1
ENG0001450,CUS000089,2023-03-09,Login,Smart TV,5,2,1
ENG0001451,CUS000109,2024-09-07,Update Profile,Voice Assistant,4,2,1
ENG0001452,CUS000037,2023-03-04,Login,Tablet,4,2,1
ENG0001453,CUS000242,2022-10-10,Login,Smart TV,2,1,1
ENG0001454,CUS000054,2024-02-18,Login,Desktop,4,2,1
ENG0001455,CUS000548,2021-05-11,Contact Support,Smart TV,8,4,2
ENG0001456,CUS000679,2023-11-10,Use Planning Tool,Mobile Phone,10,5,2
ENG0001457,CUS000815,2023-08-03,Research Product,Tablet,9,4,2
ENG0001458,CUS000681,2024-09-27,Use Planning Tool,Voice Assistant,13,6,3
ENG0001459,CUS000491,2024-09-02,Complete Survey,Mobile Phone,7,3,1
ENG0001460,CUS000969,2022-06-25,Use Planning Tool,Tablet,21,10,5
ENG0001461,CUS000779,2023-03-06,Watch Educational Video,Mobile Phone,23,11,5
ENG0001462,CUS000959,2023-05-06,Use Planning Tool,Mobile Phone,11,5,2
ENG0001463,CUS000085,2024-06-03,Download Statement,Smart TV,4,2,1
ENG0001464,CUS000278,2024-08-16,Watch Educational Video,Mobile Phone,14,7,3
ENG0001465,CUS000218,2023-11-16,Research Product,Voice Assistant,20,10,5
ENG0001466,CUS000436,2024-08-18,Contact Support,Tablet,7,3,1
ENG0001467,CUS000581,2022-06-28,Watch Educational Video,Voice Assistant,21,10,5
ENG0001468,CUS000673,2023-11-05,Download Statement,Smart TV,2,1,1
ENG0001469,CUS000635,2022-06-10,Download Statement,Tablet,5,2,1
ENG0001470,CUS000071,2024-08-06,View Balance,Tablet,9,4,2
ENG0001471,CUS000412,2024-08-19,Use Planning Tool,Mobile Phone,21,10,5
ENG0001472,CUS000260,2024-07-06,Research Product,Smart TV,22,11,5
ENG0001473,CUS000384,2024-09-12,Research Product,Tablet,18,9,4
ENG0001474,CUS000856,2024-03-01,Complete Survey,Tablet,6,3,1
ENG0001475,CUS000280,2022-03-11,Update Profile,Smart TV,3,1,1
ENG0001476,CUS000250,2024-09-22,Contact Support,Mobile Phone,10,5,2
ENG0001477,CUS000675,2021-03-21,Download Statement,Mobile Phone,4,2,1
ENG0001478,CUS000564,2024-02-08,Modify Investment,Voice Assistant,3,1,1
ENG0001479,CUS000296,2022-09-04,Use Planning Tool,Mobile Phone,10,5,2
ENG0001480,CUS000616,2023-08-20,Login,Mobile Phone,3,1,1
ENG0001481,CUS000909,2023-09-03,Download Statement,Mobile Phone,1,1,1
ENG0001482,CUS000299,2024-04-29,Watch Educational Video,Desktop,12,6,3
ENG0001483,CUS000899,2022-12-21,View Balance,Smart TV,4,2,1
ENG0001484,CUS000821,2024-04-19,Modify Investment,Mobile Phone,10,5,2
ENG0001485,CUS000128,2024-09-21,Download Statement,Tablet,4,2,1
ENG0001486,CUS000356,2024-01-07,Contact Support,Mobile Phone,10,5,2
ENG0001487,CUS000642,2023-12-20,Download Statement,Mobile Phone,5,2,1
ENG0001488,CUS000239,2021-03-11,Update Profile,Tablet,4,2,1
ENG0001489,CUS000554,2021-09-20,Complete Survey,Mobile Phone,4,2,1
ENG0001490,CUS000953,2022-07-26,Contact Support,Tablet,6,3,1
ENG0001491,CUS000734,2024-09-19,Contact Support,Desktop,2,1,1
ENG0001492,CUS000387,2022-10-17,Watch Educational Video,Tablet,29,14,7
ENG0001493,CUS000489,2024-06-05,Modify Investment,Mobile Phone,6,3,1
ENG0001494,CUS000127,2023-06-18,Modify Investment,Tablet,4,2,1
ENG0001495,CUS000321,2024-02-23,Contact Support,Voice Assistant,4,2,1
ENG0001496,CUS000935,2024-02-23,Update Profile,Tablet,5,2,1
ENG0001497,CUS000947,2024-05-15,Contact Support,Voice Assistant,9,4,2
ENG0001498,CUS000800,2021-05-16,View Balance,Voice Assistant,6,3,1
ENG0001499,CUS000608,2023-08-03,Complete Survey,Mobile Phone,3,1,1
ENG0001500,CUS000817,2024-01-19,View Balance,Desktop,10,5,2
ENG0001501,CUS000160,2022-10-22,View Balance,Mobile Phone,2,1,1
ENG0001502,CUS000455,2022-10-09,Download Statement,Tablet,4,2,1
ENG0001503,CUS000836,2024-07-18,View Balance,Mobile Phone,10,5,2
ENG0001504,CUS000946,2024-04-03,Login,Desktop,5,2,1
ENG0001505,CUS000957,2024-09-27,Watch Educational Video,Voice Assistant,28,14,7
ENG0001506,CUS000928,2024-02-11,Login,Mobile Phone,5,2,1
ENG0001507,CUS000258,2024-03-04,Use Planning Tool,Mobile Phone,19,9,4
ENG0001508,CUS000761,2024-06-01,Complete Survey,Mobile Phone,7,3,1
ENG0001509,CUS000320,2024-05-08,Login,Smart TV,1,1,1
ENG0001510,CUS000254,2024-08-29,Modify Investment,Tablet,10,5,2
ENG0001511,CUS000175,2024-07-06,Update Profile,Smart TV,4,2,1
ENG0001512,CUS000888,2021-09-03,Complete Survey,Smart TV,6,3,1
ENG0001513,CUS000744,2022-03-31,Modify Investment,Tablet,6,3,1
ENG0001514,CUS000221,2024-06-17,Research Product,Mobile Phone,30,15,7
ENG0001515,CUS000629,2024-02-21,Modify Investment,Tablet,3,1,1
ENG0001516,CUS000878,2024-01-29,Complete Survey,Tablet,7,3,1
ENG0001517,CUS000233,2022-12-04,Login,Tablet,2,1,1
ENG0001518,CUS000947,2023-11-21,Watch Educational Video,Mobile Phone,16,8,4
ENG0001519,CUS000566,2023-11-17,Contact Support,Voice Assistant,10,5,2
ENG0001520,CUS000365,2024-09-17,View Balance,Mobile Phone,9,4,2
ENG0001521,CUS000555,2023-05-19,Login,Tablet,5,2,1
ENG0001522,CUS000356,2023-11-10,Watch Educational Video,Mobile Phone,24,12,6
ENG0001523,CUS000564,2023-07-31,Research Product,Voice Assistant,12,6,3
ENG0001524,CUS000891,2024-05-29,Login,Smart TV,2,1,1
ENG0001525,CUS000304,2023-08-22,Watch Educational Video,Tablet,26,13,6
ENG0001526,CUS000127,2020-11-28,View Balance,Tablet,4,2,1
ENG0001527,CUS000456,2024-07-05,View Balance,Mobile Phone,2,1,1
ENG0001528,CUS000615,2022-06-03,Use Planning Tool,Tablet,23,11,5
ENG0001529,CUS000841,2023-01-20,Update Profile,Mobile Phone,2,1,1
ENG0001530,CUS000945,2024-07-29,Research Product,Desktop,7,3,1
ENG0001531,CUS000855,2024-07-11,Modify Investment,Voice Assistant,6,3,1
ENG0001532,CUS000568,2022-05-06,Contact Support,Mobile Phone,10,5,2
ENG0001533,CUS000178,2024-02-29,Download Statement,Tablet,3,1,1
ENG0001534,CUS000622,2023-08-28,Update Profile,Desktop,1,1,1
ENG0001535,CUS000687,2022-06-19,Use Planning Tool,Voice Assistant,30,15,7
ENG0001536,CUS000364,2021-11-11,View Balance,Tablet,3,1,1
ENG0001537,CUS000574,2024-07-28,Watch Educational Video,Mobile Phone,25,12,6
ENG0001538,CUS000671,2024-03-02,Login,Voice Assistant,2,1,1
ENG0001539,CUS000653,2023-07-23,Download Statement,Mobile Phone,4,2,1
ENG0001540,CUS000387,2022-09-27,Research Product,Smart TV,11,5,2
ENG0001541,CUS000320,2024-05-20,Contact Support,Mobile Phone,10,5,2
ENG0001542,CUS000949,2023-10-29,Update Profile,Mobile Phone,3,1,1
ENG0001543,CUS000710,2021-06-29,Login,Mobile Phone,3,1,1
ENG0001544,CUS000104,2024-06-21,Login,Voice Assistant,5,2,1
ENG0001545,CUS000281,2024-06-26,Modify Investment,Smart TV,3,1,1
ENG0001546,CUS000317,2024-07-10,Contact Support,Smart TV,3,1,1
ENG0001547,CUS000257,2022-05-28,Login,Smart TV,3,1,1
ENG0001548,CUS000264,2023-05-06,Login,Mobile Phone,4,2,1
ENG0001549,CUS000894,2024-09-07,Modify Investment,Desktop,8,4,2
ENG0001550,CUS000738,2024-02-23,Contact Support,Tablet,3,1,1
ENG0001551,CUS000088,2024-09-18,Use Planning Tool,Mobile Phone,19,9,4
ENG0001552,CUS000251,2023-02-14,Contact Support,Tablet,3,1,1
ENG0001553,CUS000527,2023-10-03,Contact Support,Tablet,8,4,2
ENG0001554,CUS000024,2023-09-20,Contact Support,Desktop,7,3,1
ENG0001555,CUS000884,2022-06-05,Watch Educational Video,Smart TV,14,7,3
ENG0001556,CUS000225,2022-02-04,Watch Educational Video,Mobile Phone,9,4,2
ENG0001557,CUS000800,2022-05-07,Download Statement,Desktop,2,1,1
ENG0001558,CUS000940,2024-03-03,Contact Support,Tablet,4,2,1
ENG0001559,CUS000185,2024-07-29,Update Profile,Desktop,2,1,1
ENG0001560,CUS000289,2022-04-16,Update Profile,Tablet,4,2,1
ENG0001561,CUS000861,2024-07-30,Use Planning Tool,Mobile Phone,7,3,1
ENG0001562,CUS000007,2024-02-23,Modify Investment,Tablet,10,5,2
ENG0001563,CUS000076,2023-04-19,Modify Investment,Mobile Phone,3,1,1
ENG0001564,CUS000550,2024-01-11,View Balance,Tablet,4,2,1
ENG0001565,CUS000943,2023-11-01,Research Product,Desktop,11,5,2
ENG0001566,CUS000156,2023-08-23,Login,Mobile Phone,2,1,1
ENG0001567,CUS000309,2024-09-28,Contact Support,Voice Assistant,3,1,1
ENG0001568,CUS000311,2024-09-26,Modify Investment,Tablet,3,1,1
ENG0001569,CUS000797,2023-03-04,Use Planning Tool,Tablet,16,8,4
ENG0001570,CUS000088,2024-09-27,Modify Investment,Mobile Phone,3,1,1
ENG0001571,CUS000803,2024-08-19,Research Product,Voice Assistant,13,6,3
ENG0001572,CUS000813,2023-02-11,Complete Survey,Tablet,3,1,1
ENG0001573,CUS000425,2024-08-26,Research Product,Mobile Phone,22,11,5
ENG0001574,CUS000601,2024-09-08,Contact Support,Voice Assistant,3,1,1
ENG0001575,CUS000552,2023-01-11,View Balance,Desktop,5,2,1
ENG0001576,CUS000456,2024-08-29,Update Profile,Mobile Phone,1,1,1
ENG0001577,CUS000243,2023-02-04,Contact Support,Smart TV,7,3,1
ENG0001578,CUS000718,2023-10-13,Research Product,Tablet,19,9,4
ENG0001579,CUS000065,2024-06-18,Contact Support,Desktop,3,1,1
ENG0001580,CUS000905,2024-05-03,Update Profile,Mobile Phone,3,1,1
ENG0001581,CUS000008,2021-12-28,Complete Survey,Mobile Phone,8,4,2
ENG0001582,CUS000262,2022-07-30,Research Product,Tablet,13,6,3
ENG0001583,CUS000972,2024-05-08,Download Statement,Smart TV,3,1,1
ENG0001584,CUS000266,2023-12-19,Update Profile,Smart TV,5,2,1
ENG0001585,CUS000421,2023-09-05,Use Planning Tool,Desktop,11,5,2
ENG0001586,CUS000016,2024-07-14,Download Statement,Tablet,2,1,1
ENG0001587,CUS000853,2021-11-14,Update Profile,Mobile Phone,3,1,1
ENG0001588,CUS000325,2024-01-11,Login,Tablet,2,1,1
ENG0001589,CUS000177,2024-04-10,Download Statement,Mobile Phone,5,2,1
ENG0001590,CUS000743,2023-04-17,Contact Support,Smart TV,9,4,2
ENG0001591,CUS000283,2023-02-11,Download Statement,Mobile Phone,3,1,1
ENG0001592,CUS000231,2024-08-15,View Balance,Desktop,3,1,1
ENG0001593,CUS000422,2022-08-21,Complete Survey,Mobile Phone,8,4,2
ENG0001594,CUS000953,2021-10-12,Contact Support,Tablet,8,4,2
ENG0001595,CUS000588,2022-05-27,Modify Investment,Tablet,5,2,1
ENG0001596,CUS000515,2020-07-20,Update Profile,Tablet,1,1,1
ENG0001597,CUS000593,2024-04-08,Modify Investment,Smart TV,4,2,1
ENG0001598,CUS000794,2022-12-25,Update Profile,Tablet,3,1,1
ENG0001599,CUS000120,2024-08-21,Update Profile,Voice Assistant,4,2,1
ENG0001600,CUS000495,2023-05-11,Contact Support,Mobile Phone,9,4,2
ENG0001601,CUS000604,2021-10-01,Use Planning Tool,Tablet,19,9,4
ENG0001602,CUS000677,2022-11-01,Complete Survey,Mobile Phone,3,1,1
ENG0001603,CUS000585,2023-04-10,Use Planning Tool,Tablet,16,8,4
ENG0001604,CUS000206,2023-12-23,Modify Investment,Tablet,5,2,1
ENG0001605,CUS000998,2023-07-03,Contact Support,Mobile Phone,3,1,1
ENG0001606,CUS000284,2022-01-26,Update Profile,Desktop,1,1,1
ENG0001607,CUS000017,2023-09-03,Modify Investment,Mobile Phone,2,1,1
ENG0001608,CUS000359,2021-05-13,Modify Investment,Tablet,7,3,1
ENG0001609,CUS000373,2023-05-07,Watch Educational Video,Mobile Phone,28,14,7
ENG0001610,CUS000256,2022-12-29,View Balance,Mobile Phone,10,5,2
ENG0001611,CUS000268,2022-11-18,Research Product,Smart TV,20,10,5
ENG0001612,CUS000755,2023-12-15,Modify Investment,Tablet,8,4,2
ENG0001613,CUS000778,2024-01-08,Download Statement,Desktop,1,1,1
ENG0001614,CUS000617,2023-01-26,Contact Support,Tablet,2,1,1
ENG0001615,CUS000864,2023-10-08,Download Statement,Tablet,3,1,1
ENG0001616,CUS000394,2023-12-16,Research Product,Tablet,11,5,2
ENG0001617,CUS000220,2024-08-25,Update Profile,Mobile Phone,3,1,1
ENG0001618,CUS000611,2024-08-24,Complete Survey,Mobile Phone,6,3,1
ENG0001619,CUS000328,2023-11-30,Watch Educational Video,Tablet,6,3,1
ENG0001620,CUS000747,2024-04-09,Modify Investment,Mobile Phone,9,4,2
ENG0001621,CUS000723,2023-03-25,Complete Survey,Smart TV,6,3,1
ENG0001622,CUS000331,2024-05-04,Complete Survey,Tablet,2,1,1
ENG0001623,CUS000762,2024-09-11,Modify Investment,Smart TV,9,4,2
ENG0001624,CUS000720,2024-09-28,Use Planning Tool,Tablet,12,6,3
ENG0001625,CUS000443,2024-07-04,Use Planning Tool,Desktop,11,5,2
ENG0001626,CUS000123,2024-05-31,Modify Investment,Desktop,6,3,1
ENG0001627,CUS000529,2021-10-16,Research Product,Tablet,8,4,2
ENG0001628,CUS000398,2023-11-25,Update Profile,Tablet,5,2,1
ENG0001629,CUS000354,2022-11-30,View Balance,Voice Assistant,7,3,1
ENG0001630,CUS000281,2024-07-04,Research Product,Mobile Phone,24,12,6
ENG0001631,CUS000729,2024-02-22,Contact Support,Desktop,8,4,2
ENG0001632,CUS000879,2023-01-22,Research Product,Desktop,17,8,4
ENG0001633,CUS000394,2022-02-26,Login,Tablet,4,2,1
ENG0001634,CUS000354,2024-01-06,View Balance,Desktop,3,1,1
ENG0001635,CUS000189,2021-09-17,Watch Educational Video,Mobile Phone,12,6,3
ENG0001636,CUS000985,2023-09-18,Complete Survey,Tablet,2,1,1
ENG0001637,CUS000513,2024-08-11,Update Profile,Voice Assistant,3,1,1
ENG0001638,CUS000531,2024-05-18,Contact Support,Desktop,7,3,1
ENG0001639,CUS000037,2024-03-20,Use Planning Tool,Tablet,27,13,6
ENG0001640,CUS000504,2023-05-27,Download Statement,Mobile Phone,5,2,1
ENG0001641,CUS000567,2022-05-12,Contact Support,Smart TV,10,5,2
ENG0001642,CUS000102,2022-06-20,Use Planning Tool,Tablet,19,9,4
ENG0001643,CUS000437,2024-07-03,Update Profile,Voice Assistant,2,1,1
